datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
2/28/2025 6:00:00 AM,2/28/2025 1:00:00 AM,RTO,5489.361
2/28/2025 7:00:00 AM,2/28/2025 2:00:00 AM,RTO,5491.946
2/28/2025 8:00:00 AM,2/28/2025 3:00:00 AM,RTO,6102.093
2/28/2025 9:00:00 AM,2/28/2025 4:00:00 AM,RTO,6805.404
2/28/2025 10:00:00 AM,2/28/2025 5:00:00 AM,RTO,7677.252
2/28/2025 11:00:00 AM,2/28/2025 6:00:00 AM,RTO,8297.694
2/28/2025 12:00:00 PM,2/28/2025 7:00:00 AM,RTO,8773.673
2/28/2025 1:00:00 PM,2/28/2025 8:00:00 AM,RTO,8799.807
2/28/2025 2:00:00 PM,2/28/2025 9:00:00 AM,RTO,8974.571
2/28/2025 3:00:00 PM,2/28/2025 10:00:00 AM,RTO,8379.575
2/28/2025 4:00:00 PM,2/28/2025 11:00:00 AM,RTO,8253.300
2/28/2025 5:00:00 PM,2/28/2025 12:00:00 PM,RTO,8367.426
2/28/2025 6:00:00 PM,2/28/2025 1:00:00 PM,RTO,8254.566
2/28/2025 7:00:00 PM,2/28/2025 2:00:00 PM,RTO,8357.111
2/28/2025 8:00:00 PM,2/28/2025 3:00:00 PM,RTO,8266.237
2/28/2025 9:00:00 PM,2/28/2025 4:00:00 PM,RTO,8222.360
2/28/2025 10:00:00 PM,2/28/2025 5:00:00 PM,RTO,8126.456
2/28/2025 11:00:00 PM,2/28/2025 6:00:00 PM,RTO,8626.872
3/1/2025 12:00:00 AM,2/28/2025 7:00:00 PM,RTO,8892.788
3/1/2025 1:00:00 AM,2/28/2025 8:00:00 PM,RTO,9165.353
3/1/2025 2:00:00 AM,2/28/2025 9:00:00 PM,RTO,9665.508
3/1/2025 3:00:00 AM,2/28/2025 10:00:00 PM,RTO,9760.515
3/1/2025 4:00:00 AM,2/28/2025 11:00:00 PM,RTO,9777.504
3/1/2025 5:00:00 AM,3/1/2025 12:00:00 AM,RTO,9640.610
3/1/2025 6:00:00 AM,3/1/2025 1:00:00 AM,RTO,9253.358
3/1/2025 7:00:00 AM,3/1/2025 2:00:00 AM,RTO,8784.142
3/1/2025 8:00:00 AM,3/1/2025 3:00:00 AM,RTO,8467.231
3/1/2025 9:00:00 AM,3/1/2025 4:00:00 AM,RTO,8345.460
3/1/2025 10:00:00 AM,3/1/2025 5:00:00 AM,RTO,8186.970
3/1/2025 11:00:00 AM,3/1/2025 6:00:00 AM,RTO,8310.638
3/1/2025 12:00:00 PM,3/1/2025 7:00:00 AM,RTO,8261.195
3/1/2025 1:00:00 PM,3/1/2025 8:00:00 AM,RTO,8132.151
3/1/2025 2:00:00 PM,3/1/2025 9:00:00 AM,RTO,8468.277
3/1/2025 3:00:00 PM,3/1/2025 10:00:00 AM,RTO,8323.824
3/1/2025 4:00:00 PM,3/1/2025 11:00:00 AM,RTO,7519.228
3/1/2025 5:00:00 PM,3/1/2025 12:00:00 PM,RTO,6734.948
3/1/2025 6:00:00 PM,3/1/2025 1:00:00 PM,RTO,6393.035
3/1/2025 7:00:00 PM,3/1/2025 2:00:00 PM,RTO,6260.520
3/1/2025 8:00:00 PM,3/1/2025 3:00:00 PM,RTO,5834.517
3/1/2025 9:00:00 PM,3/1/2025 4:00:00 PM,RTO,5147.738
3/1/2025 10:00:00 PM,3/1/2025 5:00:00 PM,RTO,4431.715
3/1/2025 11:00:00 PM,3/1/2025 6:00:00 PM,RTO,3939.954
3/2/2025 12:00:00 AM,3/1/2025 7:00:00 PM,RTO,3524.139
3/2/2025 1:00:00 AM,3/1/2025 8:00:00 PM,RTO,3480.134
3/2/2025 2:00:00 AM,3/1/2025 9:00:00 PM,RTO,3271.285
3/2/2025 3:00:00 AM,3/1/2025 10:00:00 PM,RTO,2822.173
3/2/2025 4:00:00 AM,3/1/2025 11:00:00 PM,RTO,2531.631
3/2/2025 5:00:00 AM,3/2/2025 12:00:00 AM,RTO,2434.940
3/2/2025 6:00:00 AM,3/2/2025 1:00:00 AM,RTO,2310.143
3/2/2025 7:00:00 AM,3/2/2025 2:00:00 AM,RTO,2177.028
3/2/2025 8:00:00 AM,3/2/2025 3:00:00 AM,RTO,1930.065
3/2/2025 9:00:00 AM,3/2/2025 4:00:00 AM,RTO,1843.647
3/2/2025 10:00:00 AM,3/2/2025 5:00:00 AM,RTO,1705.490
3/2/2025 11:00:00 AM,3/2/2025 6:00:00 AM,RTO,1602.135
3/2/2025 12:00:00 PM,3/2/2025 7:00:00 AM,RTO,1677.666
3/2/2025 1:00:00 PM,3/2/2025 8:00:00 AM,RTO,1557.190
3/2/2025 2:00:00 PM,3/2/2025 9:00:00 AM,RTO,1426.557
3/2/2025 3:00:00 PM,3/2/2025 10:00:00 AM,RTO,1308.507
3/2/2025 4:00:00 PM,3/2/2025 11:00:00 AM,RTO,1097.231
3/2/2025 5:00:00 PM,3/2/2025 12:00:00 PM,RTO,1069.779
3/2/2025 6:00:00 PM,3/2/2025 1:00:00 PM,RTO,1040.621
3/2/2025 7:00:00 PM,3/2/2025 2:00:00 PM,RTO,1098.507
3/2/2025 8:00:00 PM,3/2/2025 3:00:00 PM,RTO,1089.156
3/2/2025 9:00:00 PM,3/2/2025 4:00:00 PM,RTO,1088.149
3/2/2025 10:00:00 PM,3/2/2025 5:00:00 PM,RTO,1231.709
3/2/2025 11:00:00 PM,3/2/2025 6:00:00 PM,RTO,1060.759
3/3/2025 12:00:00 AM,3/2/2025 7:00:00 PM,RTO,1037.231
3/3/2025 1:00:00 AM,3/2/2025 8:00:00 PM,RTO,1449.981
3/3/2025 2:00:00 AM,3/2/2025 9:00:00 PM,RTO,2199.715
3/3/2025 3:00:00 AM,3/2/2025 10:00:00 PM,RTO,2873.654
3/3/2025 4:00:00 AM,3/2/2025 11:00:00 PM,RTO,3258.752
3/3/2025 5:00:00 AM,3/3/2025 12:00:00 AM,RTO,3443.445
3/3/2025 6:00:00 AM,3/3/2025 1:00:00 AM,RTO,3467.965
3/3/2025 7:00:00 AM,3/3/2025 2:00:00 AM,RTO,3078.751
3/3/2025 8:00:00 AM,3/3/2025 3:00:00 AM,RTO,2666.830
3/3/2025 9:00:00 AM,3/3/2025 4:00:00 AM,RTO,2854.702
3/3/2025 10:00:00 AM,3/3/2025 5:00:00 AM,RTO,3390.503
3/3/2025 11:00:00 AM,3/3/2025 6:00:00 AM,RTO,4082.552
3/3/2025 12:00:00 PM,3/3/2025 7:00:00 AM,RTO,4398.855
3/3/2025 1:00:00 PM,3/3/2025 8:00:00 AM,RTO,4541.128
3/3/2025 2:00:00 PM,3/3/2025 9:00:00 AM,RTO,4842.476
3/3/2025 3:00:00 PM,3/3/2025 10:00:00 AM,RTO,5035.835
3/3/2025 4:00:00 PM,3/3/2025 11:00:00 AM,RTO,4748.190
3/3/2025 5:00:00 PM,3/3/2025 12:00:00 PM,RTO,4673.689
3/3/2025 6:00:00 PM,3/3/2025 1:00:00 PM,RTO,4180.530
3/3/2025 7:00:00 PM,3/3/2025 2:00:00 PM,RTO,4072.287
3/3/2025 8:00:00 PM,3/3/2025 3:00:00 PM,RTO,4106.964
3/3/2025 9:00:00 PM,3/3/2025 4:00:00 PM,RTO,4296.591
3/3/2025 10:00:00 PM,3/3/2025 5:00:00 PM,RTO,4948.723
3/3/2025 11:00:00 PM,3/3/2025 6:00:00 PM,RTO,5938.801
3/4/2025 12:00:00 AM,3/3/2025 7:00:00 PM,RTO,6638.779
3/4/2025 1:00:00 AM,3/3/2025 8:00:00 PM,RTO,7123.379
3/4/2025 2:00:00 AM,3/3/2025 9:00:00 PM,RTO,7817.755
3/4/2025 3:00:00 AM,3/3/2025 10:00:00 PM,RTO,8055.613
3/4/2025 4:00:00 AM,3/3/2025 11:00:00 PM,RTO,8167.445
3/4/2025 5:00:00 AM,3/4/2025 12:00:00 AM,RTO,8266.344
3/4/2025 6:00:00 AM,3/4/2025 1:00:00 AM,RTO,7828.779
3/4/2025 7:00:00 AM,3/4/2025 2:00:00 AM,RTO,7919.835
3/4/2025 8:00:00 AM,3/4/2025 3:00:00 AM,RTO,7824.446
3/4/2025 9:00:00 AM,3/4/2025 4:00:00 AM,RTO,7543.533
3/4/2025 10:00:00 AM,3/4/2025 5:00:00 AM,RTO,6722.528
3/4/2025 11:00:00 AM,3/4/2025 6:00:00 AM,RTO,5356.418
3/4/2025 12:00:00 PM,3/4/2025 7:00:00 AM,RTO,5304.045
3/4/2025 1:00:00 PM,3/4/2025 8:00:00 AM,RTO,5804.054
3/4/2025 2:00:00 PM,3/4/2025 9:00:00 AM,RTO,5737.105
3/4/2025 3:00:00 PM,3/4/2025 10:00:00 AM,RTO,5419.436
3/4/2025 4:00:00 PM,3/4/2025 11:00:00 AM,RTO,4463.907
3/4/2025 5:00:00 PM,3/4/2025 12:00:00 PM,RTO,4499.613
3/4/2025 6:00:00 PM,3/4/2025 1:00:00 PM,RTO,4920.944
3/4/2025 7:00:00 PM,3/4/2025 2:00:00 PM,RTO,5503.850
3/4/2025 8:00:00 PM,3/4/2025 3:00:00 PM,RTO,6089.561
3/4/2025 9:00:00 PM,3/4/2025 4:00:00 PM,RTO,6737.284
3/4/2025 10:00:00 PM,3/4/2025 5:00:00 PM,RTO,7656.068
3/4/2025 11:00:00 PM,3/4/2025 6:00:00 PM,RTO,8392.453
3/5/2025 12:00:00 AM,3/4/2025 7:00:00 PM,RTO,8401.284
3/5/2025 1:00:00 AM,3/4/2025 8:00:00 PM,RTO,8432.974
3/5/2025 2:00:00 AM,3/4/2025 9:00:00 PM,RTO,8824.291
3/5/2025 3:00:00 AM,3/4/2025 10:00:00 PM,RTO,8833.001
3/5/2025 4:00:00 AM,3/4/2025 11:00:00 PM,RTO,8536.612
3/5/2025 5:00:00 AM,3/5/2025 12:00:00 AM,RTO,8477.752
3/5/2025 6:00:00 AM,3/5/2025 1:00:00 AM,RTO,8017.140
3/5/2025 7:00:00 AM,3/5/2025 2:00:00 AM,RTO,7136.864
3/5/2025 8:00:00 AM,3/5/2025 3:00:00 AM,RTO,6967.019
3/5/2025 9:00:00 AM,3/5/2025 4:00:00 AM,RTO,7141.099
3/5/2025 10:00:00 AM,3/5/2025 5:00:00 AM,RTO,7427.607
3/5/2025 11:00:00 AM,3/5/2025 6:00:00 AM,RTO,7337.812
3/5/2025 12:00:00 PM,3/5/2025 7:00:00 AM,RTO,7758.386
3/5/2025 1:00:00 PM,3/5/2025 8:00:00 AM,RTO,7810.274
3/5/2025 2:00:00 PM,3/5/2025 9:00:00 AM,RTO,7858.790
3/5/2025 3:00:00 PM,3/5/2025 10:00:00 AM,RTO,8272.153
3/5/2025 4:00:00 PM,3/5/2025 11:00:00 AM,RTO,8934.018
3/5/2025 5:00:00 PM,3/5/2025 12:00:00 PM,RTO,9015.535
3/5/2025 6:00:00 PM,3/5/2025 1:00:00 PM,RTO,9023.158
3/5/2025 7:00:00 PM,3/5/2025 2:00:00 PM,RTO,9010.826
3/5/2025 8:00:00 PM,3/5/2025 3:00:00 PM,RTO,8946.758
3/5/2025 9:00:00 PM,3/5/2025 4:00:00 PM,RTO,8937.389
3/5/2025 10:00:00 PM,3/5/2025 5:00:00 PM,RTO,8933.753
3/5/2025 11:00:00 PM,3/5/2025 6:00:00 PM,RTO,8908.065
3/6/2025 12:00:00 AM,3/5/2025 7:00:00 PM,RTO,8993.796
3/6/2025 1:00:00 AM,3/5/2025 8:00:00 PM,RTO,9490.124
3/6/2025 2:00:00 AM,3/5/2025 9:00:00 PM,RTO,9766.117
3/6/2025 3:00:00 AM,3/5/2025 10:00:00 PM,RTO,9535.985
3/6/2025 4:00:00 AM,3/5/2025 11:00:00 PM,RTO,9392.090
3/6/2025 5:00:00 AM,3/6/2025 12:00:00 AM,RTO,9295.107
3/6/2025 6:00:00 AM,3/6/2025 1:00:00 AM,RTO,9434.834
3/6/2025 7:00:00 AM,3/6/2025 2:00:00 AM,RTO,9216.533
3/6/2025 8:00:00 AM,3/6/2025 3:00:00 AM,RTO,9017.933
3/6/2025 9:00:00 AM,3/6/2025 4:00:00 AM,RTO,8941.878
3/6/2025 10:00:00 AM,3/6/2025 5:00:00 AM,RTO,8691.349
3/6/2025 11:00:00 AM,3/6/2025 6:00:00 AM,RTO,8660.192
3/6/2025 12:00:00 PM,3/6/2025 7:00:00 AM,RTO,8370.174
3/6/2025 1:00:00 PM,3/6/2025 8:00:00 AM,RTO,8209.232
3/6/2025 2:00:00 PM,3/6/2025 9:00:00 AM,RTO,8173.444
3/6/2025 3:00:00 PM,3/6/2025 10:00:00 AM,RTO,7760.791
3/6/2025 4:00:00 PM,3/6/2025 11:00:00 AM,RTO,7447.447
3/6/2025 5:00:00 PM,3/6/2025 12:00:00 PM,RTO,7180.938
3/6/2025 6:00:00 PM,3/6/2025 1:00:00 PM,RTO,6675.958
3/6/2025 7:00:00 PM,3/6/2025 2:00:00 PM,RTO,6111.641
3/6/2025 8:00:00 PM,3/6/2025 3:00:00 PM,RTO,5617.718
3/6/2025 9:00:00 PM,3/6/2025 4:00:00 PM,RTO,5274.987
3/6/2025 10:00:00 PM,3/6/2025 5:00:00 PM,RTO,4764.411
3/6/2025 11:00:00 PM,3/6/2025 6:00:00 PM,RTO,3892.462
3/7/2025 12:00:00 AM,3/6/2025 7:00:00 PM,RTO,3379.275
3/7/2025 1:00:00 AM,3/6/2025 8:00:00 PM,RTO,3122.303
3/7/2025 2:00:00 AM,3/6/2025 9:00:00 PM,RTO,2974.164
3/7/2025 3:00:00 AM,3/6/2025 10:00:00 PM,RTO,2904.596
3/7/2025 4:00:00 AM,3/6/2025 11:00:00 PM,RTO,2761.519
3/7/2025 5:00:00 AM,3/7/2025 12:00:00 AM,RTO,2858.321
3/7/2025 6:00:00 AM,3/7/2025 1:00:00 AM,RTO,3004.373
3/7/2025 7:00:00 AM,3/7/2025 2:00:00 AM,RTO,3322.137
3/7/2025 8:00:00 AM,3/7/2025 3:00:00 AM,RTO,3515.228
3/7/2025 9:00:00 AM,3/7/2025 4:00:00 AM,RTO,3132.310
3/7/2025 10:00:00 AM,3/7/2025 5:00:00 AM,RTO,2603.773
3/7/2025 11:00:00 AM,3/7/2025 6:00:00 AM,RTO,2525.522
3/7/2025 12:00:00 PM,3/7/2025 7:00:00 AM,RTO,2483.797
3/7/2025 1:00:00 PM,3/7/2025 8:00:00 AM,RTO,2847.127
3/7/2025 2:00:00 PM,3/7/2025 9:00:00 AM,RTO,3460.382
3/7/2025 3:00:00 PM,3/7/2025 10:00:00 AM,RTO,3851.547
3/7/2025 4:00:00 PM,3/7/2025 11:00:00 AM,RTO,4245.316
3/7/2025 5:00:00 PM,3/7/2025 12:00:00 PM,RTO,4546.107
3/7/2025 6:00:00 PM,3/7/2025 1:00:00 PM,RTO,4826.008
3/7/2025 7:00:00 PM,3/7/2025 2:00:00 PM,RTO,4442.147
3/7/2025 8:00:00 PM,3/7/2025 3:00:00 PM,RTO,3604.391
3/7/2025 9:00:00 PM,3/7/2025 4:00:00 PM,RTO,3309.862
3/7/2025 10:00:00 PM,3/7/2025 5:00:00 PM,RTO,3023.446
3/7/2025 11:00:00 PM,3/7/2025 6:00:00 PM,RTO,2937.482
3/8/2025 12:00:00 AM,3/7/2025 7:00:00 PM,RTO,2563.754
3/8/2025 1:00:00 AM,3/7/2025 8:00:00 PM,RTO,2239.452
3/8/2025 2:00:00 AM,3/7/2025 9:00:00 PM,RTO,2257.318
3/8/2025 3:00:00 AM,3/7/2025 10:00:00 PM,RTO,2434.657
3/8/2025 4:00:00 AM,3/7/2025 11:00:00 PM,RTO,2627.858
3/8/2025 5:00:00 AM,3/8/2025 12:00:00 AM,RTO,3298.025
3/8/2025 6:00:00 AM,3/8/2025 1:00:00 AM,RTO,4811.625
3/8/2025 7:00:00 AM,3/8/2025 2:00:00 AM,RTO,4994.522
3/8/2025 8:00:00 AM,3/8/2025 3:00:00 AM,RTO,5156.304
3/8/2025 9:00:00 AM,3/8/2025 4:00:00 AM,RTO,4967.113
3/8/2025 10:00:00 AM,3/8/2025 5:00:00 AM,RTO,4731.742
3/8/2025 11:00:00 AM,3/8/2025 6:00:00 AM,RTO,3894.912
3/8/2025 12:00:00 PM,3/8/2025 7:00:00 AM,RTO,3117.100
3/8/2025 1:00:00 PM,3/8/2025 8:00:00 AM,RTO,2538.321
3/8/2025 2:00:00 PM,3/8/2025 9:00:00 AM,RTO,2488.908
3/8/2025 3:00:00 PM,3/8/2025 10:00:00 AM,RTO,2539.193
3/8/2025 4:00:00 PM,3/8/2025 11:00:00 AM,RTO,3280.740
3/8/2025 5:00:00 PM,3/8/2025 12:00:00 PM,RTO,4363.594
3/8/2025 6:00:00 PM,3/8/2025 1:00:00 PM,RTO,5218.319
3/8/2025 7:00:00 PM,3/8/2025 2:00:00 PM,RTO,5851.548
3/8/2025 8:00:00 PM,3/8/2025 3:00:00 PM,RTO,5960.273
3/8/2025 9:00:00 PM,3/8/2025 4:00:00 PM,RTO,6072.889
3/8/2025 10:00:00 PM,3/8/2025 5:00:00 PM,RTO,6006.997
3/8/2025 11:00:00 PM,3/8/2025 6:00:00 PM,RTO,4955.177
3/9/2025 12:00:00 AM,3/8/2025 7:00:00 PM,RTO,4714.907
3/9/2025 1:00:00 AM,3/8/2025 8:00:00 PM,RTO,5164.714
3/9/2025 2:00:00 AM,3/8/2025 9:00:00 PM,RTO,5826.819
3/9/2025 3:00:00 AM,3/8/2025 10:00:00 PM,RTO,6393.593
3/9/2025 4:00:00 AM,3/8/2025 11:00:00 PM,RTO,7277.261
3/9/2025 5:00:00 AM,3/9/2025 12:00:00 AM,RTO,7334.490
3/9/2025 6:00:00 AM,3/9/2025 1:00:00 AM,RTO,7247.590
3/9/2025 7:00:00 AM,3/9/2025 3:00:00 AM,RTO,6882.861
3/9/2025 8:00:00 AM,3/9/2025 4:00:00 AM,RTO,6272.445
3/9/2025 9:00:00 AM,3/9/2025 5:00:00 AM,RTO,5580.105
3/9/2025 10:00:00 AM,3/9/2025 6:00:00 AM,RTO,5139.958
3/9/2025 11:00:00 AM,3/9/2025 7:00:00 AM,RTO,4872.840
3/9/2025 12:00:00 PM,3/9/2025 8:00:00 AM,RTO,4506.732
3/9/2025 1:00:00 PM,3/9/2025 9:00:00 AM,RTO,3830.581
3/9/2025 2:00:00 PM,3/9/2025 10:00:00 AM,RTO,2929.028
3/9/2025 3:00:00 PM,3/9/2025 11:00:00 AM,RTO,2552.473
3/9/2025 4:00:00 PM,3/9/2025 12:00:00 PM,RTO,3070.514
3/9/2025 5:00:00 PM,3/9/2025 1:00:00 PM,RTO,4100.791
3/9/2025 6:00:00 PM,3/9/2025 2:00:00 PM,RTO,4613.110
3/9/2025 7:00:00 PM,3/9/2025 3:00:00 PM,RTO,4898.235
3/9/2025 8:00:00 PM,3/9/2025 4:00:00 PM,RTO,5103.931
3/9/2025 9:00:00 PM,3/9/2025 5:00:00 PM,RTO,4731.745
3/9/2025 10:00:00 PM,3/9/2025 6:00:00 PM,RTO,4617.632
3/9/2025 11:00:00 PM,3/9/2025 7:00:00 PM,RTO,3757.831
3/10/2025 12:00:00 AM,3/9/2025 8:00:00 PM,RTO,3925.069
3/10/2025 1:00:00 AM,3/9/2025 9:00:00 PM,RTO,4645.366
3/10/2025 2:00:00 AM,3/9/2025 10:00:00 PM,RTO,5470.274
3/10/2025 3:00:00 AM,3/9/2025 11:00:00 PM,RTO,6138.367
3/10/2025 4:00:00 AM,3/10/2025 12:00:00 AM,RTO,6690.601
3/10/2025 5:00:00 AM,3/10/2025 1:00:00 AM,RTO,6704.812
3/10/2025 6:00:00 AM,3/10/2025 2:00:00 AM,RTO,6485.706
3/10/2025 7:00:00 AM,3/10/2025 3:00:00 AM,RTO,6146.773
3/10/2025 8:00:00 AM,3/10/2025 4:00:00 AM,RTO,5559.506
3/10/2025 9:00:00 AM,3/10/2025 5:00:00 AM,RTO,4562.009
3/10/2025 10:00:00 AM,3/10/2025 6:00:00 AM,RTO,4338.157
3/10/2025 11:00:00 AM,3/10/2025 7:00:00 AM,RTO,3920.385
3/10/2025 12:00:00 PM,3/10/2025 8:00:00 AM,RTO,3602.684
3/10/2025 1:00:00 PM,3/10/2025 9:00:00 AM,RTO,2951.134
3/10/2025 2:00:00 PM,3/10/2025 10:00:00 AM,RTO,1693.509
3/10/2025 3:00:00 PM,3/10/2025 11:00:00 AM,RTO,1179.345
3/10/2025 4:00:00 PM,3/10/2025 12:00:00 PM,RTO,1492.420
3/10/2025 5:00:00 PM,3/10/2025 1:00:00 PM,RTO,2568.597
3/10/2025 6:00:00 PM,3/10/2025 2:00:00 PM,RTO,3597.071
3/10/2025 7:00:00 PM,3/10/2025 3:00:00 PM,RTO,4015.082
3/10/2025 8:00:00 PM,3/10/2025 4:00:00 PM,RTO,4090.825
3/10/2025 9:00:00 PM,3/10/2025 5:00:00 PM,RTO,4809.628
3/10/2025 10:00:00 PM,3/10/2025 6:00:00 PM,RTO,5090.108
3/10/2025 11:00:00 PM,3/10/2025 7:00:00 PM,RTO,5622.184
3/11/2025 12:00:00 AM,3/10/2025 8:00:00 PM,RTO,6662.725
3/11/2025 1:00:00 AM,3/10/2025 9:00:00 PM,RTO,7790.079
3/11/2025 2:00:00 AM,3/10/2025 10:00:00 PM,RTO,8268.285
3/11/2025 3:00:00 AM,3/10/2025 11:00:00 PM,RTO,8432.248
3/11/2025 4:00:00 AM,3/11/2025 12:00:00 AM,RTO,8471.877
3/11/2025 5:00:00 AM,3/11/2025 1:00:00 AM,RTO,8472.451
3/11/2025 6:00:00 AM,3/11/2025 2:00:00 AM,RTO,8472.588
3/11/2025 7:00:00 AM,3/11/2025 3:00:00 AM,RTO,8720.651
3/11/2025 8:00:00 AM,3/11/2025 4:00:00 AM,RTO,8560.900
3/11/2025 9:00:00 AM,3/11/2025 5:00:00 AM,RTO,8062.822
3/11/2025 10:00:00 AM,3/11/2025 6:00:00 AM,RTO,8136.797
3/11/2025 11:00:00 AM,3/11/2025 7:00:00 AM,RTO,8438.480
3/11/2025 12:00:00 PM,3/11/2025 8:00:00 AM,RTO,7961.797
3/11/2025 1:00:00 PM,3/11/2025 9:00:00 AM,RTO,6891.534
3/11/2025 2:00:00 PM,3/11/2025 10:00:00 AM,RTO,5758.337
3/11/2025 3:00:00 PM,3/11/2025 11:00:00 AM,RTO,5934.164
3/11/2025 4:00:00 PM,3/11/2025 12:00:00 PM,RTO,5183.654
3/11/2025 5:00:00 PM,3/11/2025 1:00:00 PM,RTO,5467.991
3/11/2025 6:00:00 PM,3/11/2025 2:00:00 PM,RTO,5816.970
3/11/2025 7:00:00 PM,3/11/2025 3:00:00 PM,RTO,5604.085
3/11/2025 8:00:00 PM,3/11/2025 4:00:00 PM,RTO,5605.014
3/11/2025 9:00:00 PM,3/11/2025 5:00:00 PM,RTO,5955.241
3/11/2025 10:00:00 PM,3/11/2025 6:00:00 PM,RTO,5914.751
3/11/2025 11:00:00 PM,3/11/2025 7:00:00 PM,RTO,6191.431
3/12/2025 12:00:00 AM,3/11/2025 8:00:00 PM,RTO,6792.985
3/12/2025 1:00:00 AM,3/11/2025 9:00:00 PM,RTO,7339.912
3/12/2025 2:00:00 AM,3/11/2025 10:00:00 PM,RTO,7306.089
3/12/2025 3:00:00 AM,3/11/2025 11:00:00 PM,RTO,6843.416
3/12/2025 4:00:00 AM,3/12/2025 12:00:00 AM,RTO,6381.575
3/12/2025 5:00:00 AM,3/12/2025 1:00:00 AM,RTO,6523.989
3/12/2025 6:00:00 AM,3/12/2025 2:00:00 AM,RTO,7101.788
3/12/2025 7:00:00 AM,3/12/2025 3:00:00 AM,RTO,6740.617
3/12/2025 8:00:00 AM,3/12/2025 4:00:00 AM,RTO,6723.746
3/12/2025 9:00:00 AM,3/12/2025 5:00:00 AM,RTO,6561.941
3/12/2025 10:00:00 AM,3/12/2025 6:00:00 AM,RTO,6103.658
3/12/2025 11:00:00 AM,3/12/2025 7:00:00 AM,RTO,5596.299
3/12/2025 12:00:00 PM,3/12/2025 8:00:00 AM,RTO,4622.969
3/12/2025 1:00:00 PM,3/12/2025 9:00:00 AM,RTO,3293.311
3/12/2025 2:00:00 PM,3/12/2025 10:00:00 AM,RTO,1814.600
3/12/2025 3:00:00 PM,3/12/2025 11:00:00 AM,RTO,982.752
3/12/2025 4:00:00 PM,3/12/2025 12:00:00 PM,RTO,599.870
3/12/2025 5:00:00 PM,3/12/2025 1:00:00 PM,RTO,472.567
3/12/2025 6:00:00 PM,3/12/2025 2:00:00 PM,RTO,485.683
3/12/2025 7:00:00 PM,3/12/2025 3:00:00 PM,RTO,698.745
3/12/2025 8:00:00 PM,3/12/2025 4:00:00 PM,RTO,829.655
3/12/2025 9:00:00 PM,3/12/2025 5:00:00 PM,RTO,984.273
3/12/2025 10:00:00 PM,3/12/2025 6:00:00 PM,RTO,1227.670
3/12/2025 11:00:00 PM,3/12/2025 7:00:00 PM,RTO,1771.165
3/13/2025 12:00:00 AM,3/12/2025 8:00:00 PM,RTO,2615.139
3/13/2025 1:00:00 AM,3/12/2025 9:00:00 PM,RTO,3350.667
3/13/2025 2:00:00 AM,3/12/2025 10:00:00 PM,RTO,3780.477
3/13/2025 3:00:00 AM,3/12/2025 11:00:00 PM,RTO,3565.935
3/13/2025 4:00:00 AM,3/13/2025 12:00:00 AM,RTO,3534.716
3/13/2025 5:00:00 AM,3/13/2025 1:00:00 AM,RTO,3494.285
3/13/2025 6:00:00 AM,3/13/2025 2:00:00 AM,RTO,3496.056
3/13/2025 7:00:00 AM,3/13/2025 3:00:00 AM,RTO,3270.607
3/13/2025 8:00:00 AM,3/13/2025 4:00:00 AM,RTO,3112.462
3/13/2025 9:00:00 AM,3/13/2025 5:00:00 AM,RTO,3054.550
3/13/2025 10:00:00 AM,3/13/2025 6:00:00 AM,RTO,3028.299
3/13/2025 11:00:00 AM,3/13/2025 7:00:00 AM,RTO,2966.142
3/13/2025 12:00:00 PM,3/13/2025 8:00:00 AM,RTO,3108.554
3/13/2025 1:00:00 PM,3/13/2025 9:00:00 AM,RTO,2707.807
3/13/2025 2:00:00 PM,3/13/2025 10:00:00 AM,RTO,1788.088
3/13/2025 3:00:00 PM,3/13/2025 11:00:00 AM,RTO,1959.711
3/13/2025 4:00:00 PM,3/13/2025 12:00:00 PM,RTO,2718.211
3/13/2025 5:00:00 PM,3/13/2025 1:00:00 PM,RTO,2536.660
3/13/2025 6:00:00 PM,3/13/2025 2:00:00 PM,RTO,1994.510
3/13/2025 7:00:00 PM,3/13/2025 3:00:00 PM,RTO,1628.736
3/13/2025 8:00:00 PM,3/13/2025 4:00:00 PM,RTO,1513.385
3/13/2025 9:00:00 PM,3/13/2025 5:00:00 PM,RTO,1561.418
3/13/2025 10:00:00 PM,3/13/2025 6:00:00 PM,RTO,1849.636
3/13/2025 11:00:00 PM,3/13/2025 7:00:00 PM,RTO,2813.645
3/14/2025 12:00:00 AM,3/13/2025 8:00:00 PM,RTO,4700.019
3/14/2025 1:00:00 AM,3/13/2025 9:00:00 PM,RTO,5911.205
3/14/2025 2:00:00 AM,3/13/2025 10:00:00 PM,RTO,6757.583
3/14/2025 3:00:00 AM,3/13/2025 11:00:00 PM,RTO,7079.426
3/14/2025 4:00:00 AM,3/14/2025 12:00:00 AM,RTO,7041.637
3/14/2025 5:00:00 AM,3/14/2025 1:00:00 AM,RTO,6773.607
3/14/2025 6:00:00 AM,3/14/2025 2:00:00 AM,RTO,6501.028
3/14/2025 7:00:00 AM,3/14/2025 3:00:00 AM,RTO,6404.029
3/14/2025 8:00:00 AM,3/14/2025 4:00:00 AM,RTO,6066.913
3/14/2025 9:00:00 AM,3/14/2025 5:00:00 AM,RTO,5844.169
